City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
394,cuyo,10.8525,121.0086,29.08,80,11,8.67,PH,1682260748
395,coxen hole,16.3244,-86.5366,28.53,74,20,6.17,HN,1682260748
396,wonosobo,-7.36,109.9025,20.93,95,82,0.34,ID,1682260748
397,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,94,75,3.09,BR,1682260748
398,amurzet,47.6967,131.0981,3.8,34,85,5.16,RU,1682260749
399,guerrero negro,27.9769,-114.0611,16.32,82,4,4.31,MX,1682260749
400,lautoka,-17.6167,177.4667,22.92,83,20,3.09,FJ,1682260749
401,bereznik,62.8551,42.7072,2.39,74,100,1.3,RU,1682260750
402,mogok,22.9167,96.5,20.3,59,81,0.99,MM,1682260750
403,mugia,43.1041,-9.2179,18.42,91,83,5.7,ES,1682260751
404,swakopmund,-22.6833,14.5333,21.47,78,41,2.68,NA,1682260751
405,yemva,62.59,50.8594,0.64,61,99,2.93,RU,1682260751
406,wallingford,41.457,-72.8232,13.71,95,100,2.57,US,1682260751
407,tchintabaraden,15.8969,5.7985,39.71,4,50,5.4,NE,1682260751
408,grand-lahou,5.1367,-5.0242,30.01,71,60,5.02,CI,1682260752
409,kavaratti,10.5669,72.642,28.93,71,4,6.61,IN,1682260752
410,akdepe,42.0551,59.3788,27.05,24,100,9.32,TM,1682260752
411,san andres,12.5847,-81.7006,29.01,65,20,3.09,CO,1682260752
412,brisas de zicatela,15.8369,-97.0419,27.29,83,0,0.0,MX,1682260753
413,turar ryskulov,42.5333,70.3333,16.42,40,95,2.29,KZ,1682260753
414,hobyo,5.3505,48.5268,28.99,73,99,5.85,SO,1682260753
415,bosaso,11.2842,49.1816,27.92,74,12,3.49,SO,1682260753
416,labin,45.095,14.1197,19.14,69,99,2.91,HR,1682260753
417,key west,24.5557,-81.7826,28.33,71,20,4.12,US,1682260754
418,thabazimbi,-24.5917,27.4116,29.58,14,2,1.25,ZA,1682260754
419,tvoroyri,61.5556,-6.8111,3.89,60,100,12.79,FO,1682260754
420,saudarkrokur,65.7461,-19.6394,2.75,58,14,2.77,IS,1682260755
421,ulsteinvik,62.3432,5.8487,5.5,87,100,7.6,NO,1682260755
422,severnoye,56.3491,78.3619,8.1,67,100,5.57,RU,1682260755
423,fort st. john,56.2499,-120.8529,2.94,100,100,3.09,CA,1682260755
424,karbala,32.616,44.0249,32.79,18,66,2.21,IQ,1682260756
425,bushehr,28.9684,50.8385,29.05,45,0,3.09,IR,1682260756
426,urangan,-25.3,152.9,23.03,63,39,10.5,AU,1682260756
427,deshnoke,27.8,73.35,29.61,13,30,4.72,IN,1682260756
428,vikulovo,56.8167,70.6107,11.23,65,100,7.05,RU,1682260756
429,cukai,4.25,103.4167,25.97,82,31,0.58,MY,1682260757
430,chonchi,-42.6128,-73.8092,11.73,73,89,0.82,CL,1682260758
431,buala,-8.145,159.5921,27.18,83,27,2.26,SB,1682260758
432,pathein,16.7833,94.7333,28.1,81,82,3.22,MM,1682260758
433,ghanzi,-21.5667,21.7833,31.86,19,100,2.98,BW,1682260759
434,hinton,53.4001,-117.5857,3.91,83,100,0.89,CA,1682260759
435,black point,-34.6187,137.8972,18.32,65,0,4.62,AU,1682260760
436,ramadi,33.4226,43.3058,32.35,19,61,0.73,IQ,1682260760
437,launceston,-41.45,147.1667,11.8,86,100,3.6,AU,1682260760
438,keetmanshoop,-26.5833,18.1333,30.51,8,0,2.57,NA,1682260760
439,tofol,5.3248,163.0078,28.0,77,100,5.88,FM,1682260761
440,bogotol,56.2078,89.5342,2.01,69,100,2.48,RU,1682260761
441,guasdualito,7.2424,-70.7324,26.98,89,40,1.03,VE,1682260762
442,inderbor,48.55,51.7833,16.53,47,42,3.65,KZ,1682260762
443,mili,6.0815,171.735,27.92,81,22,8.07,MH,1682260762
444,montorio al vomano,42.5831,13.6383,21.3,56,97,1.96,IT,1682260763
445,adi keyh,14.8444,39.3772,20.02,56,97,4.07,ER,1682260763
446,ndele,8.4109,20.6473,37.21,24,100,2.28,CF,1682260763
447,preobrazheniye,42.9019,133.9064,3.34,50,0,3.95,RU,1682260572
448,severo-yeniseyskiy,60.3725,93.0408,0.51,88,100,3.12,RU,1682260764
449,kargasok,59.0556,80.8572,3.44,89,100,4.48,RU,1682260764
450,ryotsu-minato,38.0833,138.4333,7.06,48,6,4.26,JP,1682260764
451,akureyri,65.6835,-18.0878,3.96,35,0,1.54,IS,1682260764
452,pisco,-13.7,-76.2167,23.03,78,20,2.57,PE,1682260765
453,tongliao,43.6125,122.2653,4.26,16,4,3.3,CN,1682260670
454,north bend,43.4065,-124.2243,10.13,98,100,3.09,US,1682260765
455,phan rang-thap cham,11.5667,108.9833,25.64,83,21,1.69,VN,1682260766
456,praia da vitoria,38.7333,-27.0667,22.14,78,75,8.81,PT,1682260766
457,acarau,-2.8856,-40.12,29.51,62,100,4.79,BR,1682260766
458,anloga,5.7947,0.8973,29.79,74,99,6.55,GH,1682260767
459,yaren,-0.5472,166.916,28.44,75,87,4.96,NR,1682260767
460,puerto maldonado,-12.6,-69.1833,27.22,78,0,3.09,PE,1682260767
461,afaahiti,-17.75,-149.2833,26.93,81,99,7.92,PF,1682260769
462,rio bueno,-40.3167,-72.9667,8.08,61,8,1.17,CL,1682260769
463,grudki,53.0949,23.6685,20.57,39,63,4.55,PL,1682260769
464,kalabo,-14.97,22.6814,30.43,39,100,1.44,ZM,1682260770
465,riviere-du-loup,47.8304,-69.5342,8.15,57,100,5.14,CA,1682260770
466,ebaye,8.7748,167.7392,26.01,83,0,6.17,MH,1682260770
467,eldorado,-23.7869,-54.2836,23.13,68,0,3.38,BR,1682260771
468,pangoa,-12.1167,-73.0,27.85,56,29,1.39,PE,1682260771
469,afua,-0.1567,-50.3867,29.13,71,100,1.25,BR,1682260772
470,prince george,53.9166,-122.753,4.69,89,100,2.68,CA,1682260772
471,valderice,38.0401,12.6151,20.5,37,20,6.69,IT,1682260772
472,atbara,17.7022,33.9864,41.32,6,6,3.47,SD,1682260773
473,chipinge,-20.1883,32.6236,23.61,46,54,2.09,ZW,1682260773
474,monticello,45.3055,-93.7941,3.28,71,0,4.63,US,1682260773
475,kot malik barkhurdar,30.1944,66.993,21.3,10,75,1.51,PK,1682260773
476,sitangkai,4.6628,119.3928,28.89,73,97,3.91,PH,1682260774
477,kailua-kona,19.6406,-155.9956,23.98,86,100,2.24,US,1682260774
478,la voulte-sur-rhone,44.8007,4.7716,20.52,54,100,3.79,FR,1682260774
479,gunjur,13.2019,-16.7339,35.04,26,0,2.57,GM,1682260775
480,portland,45.5234,-122.6762,12.27,93,100,3.13,US,1682260647
481,kolonia,50.9333,6.95,18.79,53,20,4.63,DE,1682260775
482,novoarkhanhel's'k,48.658,30.8182,14.52,54,85,3.13,UA,1682260776
483,petauke,-14.2426,31.3253,24.29,62,9,2.2,ZM,1682260776
484,aswan,24.0934,32.907,39.61,12,89,10.29,EG,1682260777
485,san vicente,-26.6167,-54.1333,24.37,44,2,2.04,AR,1682260778
486,litomerice,50.5335,14.1318,17.02,61,100,2.58,CZ,1682260778
487,pergamino,-33.89,-60.5736,18.43,49,100,2.87,AR,1682260778
488,kloulklubed,7.0419,134.2556,27.28,73,48,3.66,PW,1682260779
489,rexburg,43.826,-111.7897,2.78,62,100,2.06,US,1682260779
490,holualoa,19.6228,-155.9522,21.91,86,100,2.24,US,1682260779
491,milazzo,38.2212,15.2383,21.32,63,90,3.58,IT,1682260779
492,bodo,67.28,14.405,2.1,70,40,3.6,NO,1682260779
493,kaihua,23.3687,104.28,20.08,76,0,3.13,CN,1682260779
494,mega,4.05,38.3,16.21,75,100,3.13,ET,1682260780
495,bengkulu,-3.8004,102.2655,26.16,89,82,1.94,ID,1682260241
496,tamanrasset,22.785,5.5228,29.95,12,40,4.12,DZ,1682260781
497,morris,40.8334,-74.5329,13.78,81,75,3.13,US,1682260781
498,sao tome,0.3365,6.7273,28.82,72,100,1.08,ST,1682260781
499,kikwit,-5.041,18.8162,22.5,95,100,0.98,CD,1682260781
500,markovo,57.3206,107.0881,-5.48,96,94,1.24,RU,1682260782
501,inirida,3.8653,-67.9239,26.7,87,100,1.59,CO,1682260782
502,hwacheon,38.1061,127.7067,12.86,51,100,2.09,KR,1682260391
503,brooks,50.5834,-111.8851,1.13,86,99,4.12,CA,1682260783
504,safaga,26.7292,33.9365,27.05,45,84,7.27,EG,1682260783
505,caarapo,-22.6342,-54.8222,24.18,69,3,3.27,BR,1682260783
506,howard springs,-12.497,131.047,26.57,65,29,2.67,AU,1682260783
507,long beach,33.767,-118.1892,18.01,91,100,2.57,US,1682260653
508,xuddur,4.1213,43.8894,28.26,62,100,2.85,SO,1682260784
509,kattivakkam,13.2167,80.3167,31.05,76,100,8.35,IN,1682260784
510,codrington,-38.2667,141.9667,11.06,87,0,3.46,AU,1682260785
511,gebeit,21.0667,36.3167,34.07,17,69,8.65,SD,1682260785
512,happy valley-goose bay,53.3168,-60.3315,4.17,81,75,2.06,CA,1682260786
513,amga,60.8953,131.9608,-3.41,93,100,3.93,RU,1682260786
514,el granada,37.5027,-122.4694,13.47,91,100,4.63,US,1682260786
515,porto novo,6.4965,2.6036,27.9,63,93,5.22,BJ,1682260786
516,akdagmadeni,39.6603,35.8836,9.93,76,100,1.47,TR,1682260787
517,borogontsy,62.6683,131.1683,-6.08,94,47,3.32,RU,1682260787
518,sur,22.5667,59.5289,23.45,85,89,8.57,OM,1682260787
519,mezhdurechensk,53.6942,88.0603,-0.63,93,84,1.38,RU,1682260788
520,chinchilla,-26.75,150.6333,15.27,77,0,4.02,AU,1682260788
521,bonthe,7.5264,-12.505,30.97,58,31,5.83,SL,1682260789
522,kingston,17.997,-76.7936,31.25,61,0,0.89,JM,1682260789
523,rabaul,-4.1967,152.1721,26.02,79,99,1.33,PG,1682260790
524,san,13.3034,-4.8956,40.93,6,6,2.11,ML,1682260790
525,wotho,10.1657,166.0102,27.52,78,100,8.61,MH,1682260791
526,thunder bay,48.4001,-89.3168,-3.01,68,75,3.6,CA,1682260791
527,harstad,68.799,16.5293,1.66,94,48,4.02,NO,1682260791
528,kuloy,61.0305,42.4925,5.89,78,100,2.39,RU,1682260792
529,canoinhas,-26.1772,-50.39,20.84,54,51,1.27,BR,1682260792
530,hastings,50.8552,0.5729,12.85,93,100,4.58,GB,1682260793
531,baardheere,2.3446,42.2764,31.29,55,100,1.55,SO,1682260793
532,dawson creek,55.7666,-120.2362,2.8,100,100,2.57,CA,1682260794
533,ilebo,-4.3167,20.5833,22.29,98,100,1.46,CD,1682260795
534,faya-largeau,17.9257,19.1043,41.84,6,4,8.13,TD,1682260795
535,birao,10.2849,22.7882,37.79,23,100,3.6,CF,1682260795
536,sebdou,34.637,-1.3314,20.61,32,100,3.81,DZ,1682260795
537,takoradi,4.8845,-1.7554,29.89,72,52,5.99,GH,1682260795
538,mount isa,-20.7333,139.5,22.87,46,40,3.6,AU,1682260796
539,kapa'a,22.0752,-159.319,21.72,86,75,3.6,US,1682260796
540,berdigestyakh,62.0989,126.6992,-5.06,91,75,4.61,RU,1682260796
541,wanning,18.8003,110.3967,25.54,93,12,2.81,CN,1682260796
542,chibuto,-24.6867,33.5306,24.84,78,0,5.01,MZ,1682260797
543,balsas,-7.5325,-46.0356,31.7,48,72,3.72,BR,1682260797
544,belyy yar,53.6039,91.3903,2.94,35,53,2.0,RU,1682260798
545,swan hill,-35.3378,143.5544,14.57,64,0,2.4,AU,1682260798
546,abeche,13.8292,20.8324,39.59,9,21,3.72,TD,1682260798
547,santa ana,33.7456,-117.8678,18.59,90,100,2.57,US,1682260799
548,kharp,66.8014,65.8081,-1.84,87,100,7.42,RU,1682260799
549,qamdo,31.1667,97.2333,3.71,28,100,2.72,CN,1682260800
550,saacow,1.6279,42.4407,31.38,53,100,2.19,SO,1682260800
551,masaka,-0.3338,31.7341,19.11,92,93,3.18,UG,1682260800
552,tulum,20.2167,-87.4667,29.32,58,3,3.38,MX,1682260801
553,puerto baquerizo moreno,-0.9,-89.6,26.55,83,75,4.69,EC,1682260801
554,koumra,8.9126,17.5539,37.41,25,76,1.46,TD,1682260801
555,ndola,-12.9587,28.6366,23.21,69,24,2.95,ZM,1682260801
556,ventersburg,-28.0856,27.1381,22.95,18,2,2.81,ZA,1682260801
557,aykhal,66.0,111.5,-9.28,94,100,0.49,RU,1682260802
558,arvayheer,46.2639,102.775,4.59,23,100,2.4,MN,1682260802
559,mana,5.6592,-53.7767,27.04,80,100,0.37,GF,1682260803
